movie_name,movie_type,movie_date,movie_context,movie_pic,movie_trailer
春光乍洩 4K修復,愛情，劇情，,2022-02-25,"國際大導王家衛坎城影展最佳導演獎代表作睽違25年大銀幕重現亞洲影壇雙帥梁朝偉X張國榮同志電影題材必看的史詩級經典鉅作 電影美學的極致呈現王導御用攝影杜可風鏡頭下的情感流動藝術愛慾的糾葛換來的是一廂情願還是兩敗俱傷？黎耀輝(梁朝偉飾)與何寶榮(張國榮飾)是一對戀人，為了有新的開始，他們離開香港前往阿根廷。旅途中兩人爭執不斷，分分合合，何寶榮處處留情，卻又總會回到黎耀輝的身邊。他們複雜的關係就像探戈，有時親密有時疏離。",https://movies.yahoo.com.tw/i/o/production/movies/December2021/s1EqIPMN6JtIXS1kLuHC-1080x1542.jpg,https://movies.yahoo.com.tw/index.html
蝙蝠俠,動作，犯罪，,2022-03-02,《蝙蝠俠》將聚焦於一個年輕版本的布魯斯韋恩，並從中檢視他在面罩之下的靈魂。羅伯派汀森將在新版《蝙蝠俠》中飾演這位DC超級英雄，電影是由《猩球崛起：終極決戰》導演麥特李維斯（MattReeves）所執導。,https://movies.yahoo.com.tw/i/o/production/movies/October2021/NMqv1S9LXpkGgDvyaWna-729x1080.jpg,https://movies.yahoo.com.tw/video/%E8%9D%99%E8%9D%A0%E4%BF%A0-%E5%85%A8%E6%96%B0%E5%AE%98%E6%96%B9%E9%A0%90%E5%91%8A-025709413.html?movie_id=10904
情聖西哈諾,歌舞，音樂，劇情，,2022-03-11,獲獎無數的導演喬萊特執導的《情聖西哈諾》，透過優美的音樂、浪漫的劇情以及視覺的美感，讓觀眾沉浸在宛如交響曲般的豐富請感中。這部電影重新想像了一個令人心碎的三角戀情的永恆故事。才思敏捷、文武雙全的西哈諾德貝傑拉克（彼得汀克萊傑飾），在唇槍舌劍中能夠口若懸河、出口成章勝出，也能在一場決鬥中，以精湛的劍術戰勝對手。但是，他卻對於自己的長相身材感到自卑，認為自己不配獲得他的一位好友，美麗動人、耀眼奪目的羅珊（海莉班奈特飾）的青睞，更尚未對她表達愛意，而羅珊卻已經一見鍾情，愛上了克里斯汀（凱爾文哈里遜飾）。,https://movies.yahoo.com.tw/i/o/production/movies/October2021/lVSo8b0o1yT8VdTOQv33-1080x1600.jpg,https://movies.yahoo.com.tw/video/%E6%83%85%E8%81%96%E8%A5%BF%E5%93%88%E8%AB%BE-%E4%B8%AD%E6%96%87%E9%A0%90%E5%91%8A-023427055.html?movie_id=11553
該死的阿修羅,劇情，犯罪，,2022-03-11,"善與罪或許也只是偶然．．．詹文在成年那天做了一個決定：讓子彈在夜市裡飛。唯一死者是遊戲直播主小盛；Vita接到未婚夫死訊，社畜人生戛然而止；網路盜圖冒名詐騙的太妹琳琳，與記者黴菌在夜市約訪，讓他意外成了制伏兇手的目擊證人；阿興深信摯友不是故意殺人，在兩人創作的漫畫世界裡，只要有把梵天劍，就能斬斷時空，在奈何橋相見。六人命運在夜市交錯，被迫面對各自生命的缺陷與困境。此生莫向修羅墜，鬼畜地獄苦輪迴，但什麼是罪？誰沒有罪？六個角色如同六道輪迴眾生，沉淪也好，絕望也罷，善惡有時只不過是偶然，當阿修羅被黑暗吞噬，人又怎樣才算完整？不過，若一開始詹文沒有犯案，這一切會不會有什麼不一樣？",https://movies.yahoo.com.tw/i/o/production/movies/November2021/UDH6m0Jz4hdhQNmwE0H6-1080x1543.jpg,https://movies.yahoo.com.tw/video/%E8%A9%B2%E6%AD%BB%E7%9A%84%E9%98%BF%E4%BF%AE%E7%BE%85-%E7%8E%8B%E6%B8%9D%E8%90%B1%E7%AF%87-%E9%97%9C%E6%96%BC%E7%90%B3%E7%90%B3-090518568.html?movie_id=11636
唐頓莊園：全新世代,劇情，,2022-03-18,《唐頓莊園:全新世代》誠摯邀請您一起歡度年度最盛大的假期！2019年《唐頓莊園》電影版原班人馬再度回歸演出續集，豪華的演員陣容還包括新加入的休丹希、蘿拉哈德克、娜塔莉貝葉、多明尼克威斯特、喬納森扎凱。編劇是《唐頓莊園》影集主創及奧斯卡金像獎得主朱利安費羅斯，導演則是曾獲英國影藝學院電影獎及艾美獎提名的賽門柯提斯（《夢露與我的浪漫週記》）。,https://movies.yahoo.com.tw/i/o/production/movies/November2021/v1RDy7niHqgvdL39JW3h-1080x1620.jpg,https://movies.yahoo.com.tw/video/%E5%94%90%E9%A0%93%E8%8E%8A%E5%9C%92-%E5%85%A8%E6%96%B0%E4%B8%96%E4%BB%A3-%E9%A6%96%E6%94%AF%E9%A0%90%E5%91%8A-161252355.html?movie_id=11752
魔法水果籃 -前奏曲-,愛情，動畫，,2022-03-18,《魔法水果籃》小透的父母，今日子與勝也的故事首次動畫化。無法相信任何人，一路上總是傷痕累累，直到與那人相遇—— 不相信這個社會，渾渾噩噩過生活的今日子，在學校認識了新任實習老師的本田勝也。面對看似彬彬有禮，其實個性乖僻古怪的勝也，今日子總是被他玩弄在鼓掌之間。但是隨著日常的相處，今日子漸漸地對勝也產生了好感。然而今日子與壞朋友之間的事件，讓今日子的父母氣到表示要與她斷絕關係。聽到父母說出的這些話，今日子認為這是自己至今所作所為的懲罰。就在這個時候，勝也突然現身在她的眼前……,https://movies.yahoo.com.tw/i/o/production/movies/December2021/NvoIENCNIw97Yq87ZMkg-1080x1573.jpg,https://movies.yahoo.com.tw/index.html
失落謎城,愛情，動作，喜劇，,2022-03-25,一位聰慧過人卻離群索居、個性孤僻的知名作家蘿莉塔賽吉（珊卓布拉克 飾）以創作故事發生在異國險境的暢銷愛情冒險小說為生，她筆下的男主人翁是根據一名高顏值的封面男模艾倫（查寧塔圖 飾）來塑造，他也一直以「戴許」這個角色自居。蘿莉坦與艾倫一起宣傳她的全新小說時，竟然被一名個性古怪的億萬富豪（丹尼爾雷徳克里夫 飾）綁架，他希望她能帶他找到她全新小說中那座失落謎城裡的大寶藏。艾倫為了想證明他不只是在小說中是個英雄，在現實生活中也一樣，就決定展開一場救援行動，企圖拯救蘿莉塔。於是這對歡喜冤家就踏上一場驚險刺激、趣味橫生的叢林大冒險，他們不但必須攜手合作，活著逃出處處危機的致命叢林，而且還得趁古老寶藏永遠遺失之前找到它。,https://movies.yahoo.com.tw/i/o/production/movies/December2021/n3KTn2IxkW2URET9iQiL-1080x1600.jpg,https://movies.yahoo.com.tw/video/%E5%A4%B1%E8%90%BD%E8%AC%8E%E5%9F%8E-%E9%A6%96%E6%94%AF%E9%A0%90%E5%91%8A-013816823.html?movie_id=12044
音速小子2,動作，冒險，喜劇，,2022-04-01,全世界最受歡迎的藍色刺蝟又回來了，他在《音速小子2》一片中將有一場升級的精采冒險。音速小子索尼克在綠丘鎮安頓下來之後，他就急著要證明自己有能力成為一名真正的英雄。當蛋頭博士帶著全新的搭檔納克魯斯，又回來尋找一塊力量強大足以毀滅人類文明的翡翠的時候，他就面對了另一個嚴峻的考驗。這次索尼克和他自己的跟班塔爾斯攜手合作，一起踏上一場環遊世界的冒險旅程，希望能在那塊翡翠落入壞人手中之前先找到它。《音速小子2》一片由《玩命關頭》及《死侍》系列電影幕後工作團隊精心打造，堅強的演員陣容包括再度回歸演出的詹姆斯馬斯登、為索尼克配音的班許瓦茲、蒂卡桑普特、娜塔莎羅斯威爾、亞當帕利以及金凱瑞，新加入的演員則是薛馬摩爾，以及為納克魯斯配音的伊卓瑞斯艾巴和為塔爾斯配音的柯琳歐尚納希。,https://movies.yahoo.com.tw/i/o/production/movies/December2021/A4FTyv2e7JOHUTBrIVq4-1080x1600.jpg,https://movies.yahoo.com.tw/video/%E9%9F%B3%E9%80%9F%E5%B0%8F%E5%AD%902-%E9%A6%96%E6%94%AF%E9%A0%90%E5%91%8A-030853050.html?movie_id=11999
怪獸與鄧不利多的秘密,冒險，奇幻，劇情，,2022-04-14,阿不思鄧不利多教授（裘德洛飾演）知道強大的黑巫師蓋勒葛林戴華德（邁茲米克森飾演）正準備控制整個魔法世界，但他也深知自己無法單獨阻止葛林戴華德，於是委託奇獸飼育學家紐特斯卡曼德（艾迪瑞德曼飾演）帶領一群勇敢的巫師、女巫和一位麻瓜烘焙師進行這項危險任務。他們在任務中將會遇到新舊奇獸，並與更多葛林戴華德的追隨者發生衝突，但隨著任務風險越來越高，鄧不利多還能置身事外到什麼時候呢？,https://movies.yahoo.com.tw/i/o/production/movies/December2021/bmwse0bwX6D69HDr9E9q-514x700.jpg,https://movies.yahoo.com.tw/video/%E6%80%AA%E7%8D%B8%E8%88%87%E9%84%A7%E4%B8%8D%E5%88%A9%E5%A4%9A%E7%9A%84%E7%A7%98%E5%AF%86-%E9%A6%96%E6%94%AF%E9%A0%90%E5%91%8A-025852580.html?movie_id=12030
壞蛋聯盟,動畫，動作，喜劇，,2022-04-22,"「從沒有人像壞蛋聯盟這樣盡力想使壞，卻徹底失敗。」夢工廠動畫推出的全新動作喜劇動畫片，改編自《紐約時報》暢銷童書系列，故事描述一群動物犯罪高手組成的壞蛋聯盟，企圖設計一場到目前為止最具挑戰性的大騙局－成為模範公民。由五位好朋友組成的壞蛋聯盟是史上最惡名昭彰的犯罪組織－型男扒手狼先生（《意外》金像獎得主山姆洛克威爾配音）、見多識廣的開鎖高手蛇先生（影集《GLOW：華麗女子摔角聯盟》馬克馬隆配音）、超冷靜超chill的偽裝大師鯊魚先生（《扭轉時光機》系列電影克雷格羅賓森配音）、脾氣暴躁的“肌肉男”食人魚先生（《紐約高地》安東尼拉莫斯配音）以及綽號是“網美”的毒舌駭客狼蛛小姐（《瘋狂亞洲富豪》奧卡菲娜配音）。他們這麼多年來犯下不計其數的搶案，並且成為全球頭號通緝犯和大壞蛋之後，這群壞蛋聯盟終於被逮捕歸案，但是為了讓他們都能夠逃過這場牢獄之災，狼先生和當局談成一個交易（他完全不打算遵守），那就是壞蛋聯盟必須改邪歸正。在他們的恩師，一隻自命不凡（卻又超可愛）的天竺鼠，橘子果醬博士（《柏靈頓熊熊出任務》理查艾尤德配音）的指導下，壞蛋聯盟打算設計一場大騙局，讓世人都以為他們是真的洗心革面、改邪歸正。但是在這個過程中，狼先生卻開始覺得真正做好事，也許能夠讓他得到他一直以來偷偷渴望的東西，那就是受到世人的接受與認可。於是當一名全新壞蛋威脅這座城市時，狼先生是否能夠說服其他的壞蛋聯盟成員真的變成…好人嗎？這部動作喜劇動畫片的配音演員還包括薩琪彼茲（《小丑》）、莉莉辛格（《阿姐萬萬醉》）以及艾利克斯布斯汀（影集《漫才梅索太太》）。改編自作家艾倫布雷比著作的美國學樂教育暢銷童書系列，《壞蛋聯盟》的導演是皮耶佩里費爾（《功夫熊貓》系列電影動畫師），這是他的執導的第一部動畫長片。這部電影的製片是戴蒙羅斯（《魔髮精靈》及《寶貝老闆》研發主管、《衰腳神父》共同製片）以及蕾貝卡亨特利（《寶貝老闆》副製片）；執行製片則是艾倫布雷比、伊坦柯恩以及派屈克休斯。",https://movies.yahoo.com.tw/i/o/production/movies/December2021/XWMtyWEGyund7zaagAKt-514x700.jpg,https://movies.yahoo.com.tw/video/%E5%A3%9E%E8%9B%8B%E8%81%AF%E7%9B%9F-%E4%B8%AD%E6%96%87%E9%A0%90%E5%91%8A-160753381.html?movie_id=12033
DC超級寵物軍團,動畫，冒險，,2022-05-19,在《DC超級寵物軍團》中，「超級狗氪普托」與超人是形影不離的好朋友，擁有相同的超能力，肩並肩在城市裡打擊犯罪。當超人和其他正義聯盟的成員遭到綁架後，「超級狗氪普托」必須說服一群看似兩光的收容所夥伴，包含：「蝙蝠狗王牌」、「大肚豬小碧」、「莫特龜」和「松鼠奇比」，大家要精通各自新發現的力量，幫助「超級狗氪普托」拯救這些超級英雄。,https://movies.yahoo.com.tw/i/o/production/movies/November2021/rvCf0ulX6qjLShadvYRu-1080x1600.jpg,https://movies.yahoo.com.tw/video/dc%E8%B6%85%E7%B4%9A%E5%AF%B5%E7%89%A9%E8%BB%8D%E5%9C%98-%E5%85%A8%E6%96%B0%E9%A0%90%E5%91%8A-062805301.html?movie_id=11810
捍衛戰士：獨行俠,動作，劇情，,2022-05-27,派拉蒙影業1986年推出的《捍衛戰士》，由湯姆克魯斯主演，是一齣以航空母艦與美國海軍戰鬥機武器學校為背景的勵志動作電影，在當年締造了全球3億5千6百多萬美元的票房成績。睽違33年之後，派拉蒙影業將在2020年6月26日暑假檔期推出美國軍事動作鉅片《捍衛戰士：獨行俠》，是1986年電影《捍衛戰士》的續集，同樣選擇在美國聖地牙哥海軍航空基地拍攝，這次導演是約瑟夫柯金斯基《遺落戰境》，主要演員有湯姆克魯斯(《捍衛戰士》、《不可能的任務》系列)、珍妮佛康納莉《艾莉塔：戰鬥天使》、邁爾斯泰勒《進擊的鼓手》、喬漢姆《貼背戰》、艾德哈里斯《母親！》、格蘭鮑威爾《浴血任務3》、路易斯普曼《勝負反手拍》…等。為了慶祝在聖地牙哥舉行的國際動漫展50週年(Comic-Con50)，阿湯哥特別於7月19日凌晨獻上《捍衛戰士：獨行俠》前導預告，當音樂一下回憶湧上，經典雷朋太陽眼鏡、G-1飛行夾克、重機KAWASAKIGPZ900R以及看到阿湯哥二度登上軍事戰機F-14駕駛的帥氣英姿，一幕幕都讓影迷熱血沸騰，尤其當戰機升空馳騁天際執行任務，穿梭在高山間的緊張氣氛令人屏息。,https://movies.tw.campaign.yahoo.net/i/o/production/movies/December2019/WEjN81s4uBjtnvEpwj7H-1018x1500.JPG,https://movies.yahoo.com.tw/video/%E6%8D%8D%E8%A1%9B%E6%88%B0%E5%A3%AB-%E7%8D%A8%E8%A1%8C%E4%BF%A0-%E7%B2%BE%E5%BD%A9%E8%8A%B1%E7%B5%AE-031227963.html?movie_id=10159
侏羅紀世界：統霸天下,動作，冒險，科幻，,2022-06-10,《侏羅紀世界》系列第三集,https://movies.yahoo.com.tw/i/o/production/movies/November2021/14xyevzgsj4d87QH786B-1080x1711.jpg,https://movies.yahoo.com.tw/video/%E4%BE%8F%E7%BE%85%E7%B4%80%E4%B8%96%E7%95%8C-%E7%B5%B1%E9%9C%B8%E5%A4%A9%E4%B8%8B-%E7%B2%BE%E5%BD%A9%E5%BA%8F%E5%B9%95%E7%89%87%E6%AE%B5-131052151.html?movie_id=11809
小小兵2：格魯的崛起,動畫，動作，喜劇，,2022-07-01,"2022年暑假，影史最賣座的動畫電影系列之一和風靡全球的黃色旋風，即將帶來關於一個12歲小男孩的故事，他夢想成為世上最偉大的超級大壞蛋。這部全新動畫喜劇動作片就是《小小兵2：格魯的崛起》。美國1970年代中葉，當披頭散髮搭配喇叭牛仔褲的嬉皮風潮仍未褪流行之時，格魯（奧斯卡金像獎入圍者史提夫卡爾配音）還是一個住在郊區的小屁孩，他也是一個世上最強超級大壞蛋組合“壞壞六人組”的大粉絲，他想出了一個計劃，希望能夠變得夠壞然後加入他們。幸好他有一群忠心耿耿的追隨者小小兵會幫助他大搞破壞。凱文、史都華、蘿蔔和“拖拖”－一個新加入的小小兵，他還在帶牙套而且超想要討他主子的歡心－他們非常有“笑”率地發揮他們各種超ㄎ一ㄤ的技能，和格魯一起打造了他們的第一個邪惡基地、測試他們發明的第一批武器，並且成功完成了他們的第一項邪惡任務。當“壞壞六人組”把他們的首領威酷魔王（奧斯卡金像獎得主亞倫阿金配音）趕走之後，格魯決定去“壞壞六人組”的辦公室面試，想要成為他們最新的成員，但事情進行得並不順利（簡直是一場大災難），而且情況愈變愈糟，因為格魯用他聰明的小腦袋呼嚨了他們，然後就突然發現自己成為世上最邪惡組合“壞壞六人組”的死對頭。於是格魯就不得不落跑，他在跑路的時候向誰都料想不到的一個人請求指導，那就是被趕出“壞壞六人組”的威酷魔王本人，並且領悟到就算是宇宙超級無敵大壞蛋也需要朋友的幫助。這部電影充滿了照明娛樂招牌的顛覆性和無厘頭喜劇橋段、各種大眾文化的笑梗、感人肺腑的劇情、勁爆的電影配樂，以及超勁爆超誇張的動作場面。《小小兵2：格魯的崛起》一片有許多知名演員首次加入配音演員陣容，其中包括泰拉姬漢森，她替壞壞六人組酷勁十足、自信滿滿的全新首領毒舌姐配音；尚克勞德范達美替尚夾哥配音；露西洛里斯替雙節棍修女配音；杜夫朗格替滑輪追魂手配音；丹尼特瑞歐則替鐵拳男配音。另外還有羅素布蘭登替奈安内博士配音，這個角色是一個抱負不凡的瘋狂科學家；楊紫瓊替周師父配音，她是一個武功高強的針灸師父；以及奧斯卡金像獎得主茱麗安德魯絲替格魯凡事只顧自己的自私老媽配音。《小小兵2：格魯的崛起》一片由這個電影系列的原創掌舵，製片包括照明娛樂極具遠見的創辦人和執行長克里斯梅勒丹德利、他的長期合作夥伴珍妮特希利以及克里斯雷納德，導演凱爾巴爾達（《神偷奶爸3》、《小小兵》）則再度回歸執導這部電影。共同導演是布萊德艾柏森（長壽喜劇影集《辛普森家庭》）以及強納森戴凡（《寵物當家》系列電影）。除此之外，《神偷奶爸》系列電影導演皮爾柯芬再度回歸替小小兵們配音，電影原聲帶更是充滿了超殺超好聽的1970年代經典歌曲，這些歌曲則是由曾經榮獲葛萊美獎肯定的傳奇音樂製作人傑克安東諾夫提供。 ",https://movies.tw.campaign.yahoo.net/i/o/production/movies/February2020/PgwmDjVBYn3sL30rCL5N-405x720.jpg,https://movies.yahoo.com.tw/video/%E5%B0%8F%E5%B0%8F%E5%85%B52-%E6%A0%BC%E9%AD%AF%E7%9A%84%E5%B4%9B%E8%B5%B7-%E7%B2%BE%E5%BD%A9%E9%A0%90%E5%91%8A-071434179.html?movie_id=10493
